sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.lcms.blank.solvent.07	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	3H3_Blank.mzML	3H3_Blank	3	Filter_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.08	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	3D5_Blank.mzML	3D5_Blank	3	Filter_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.09	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	3A5_Blank.mzML	3A5_Blank	3	Filter_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.10	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	3H3_Blank_20190211072122.mzML	3H3_Blank_20190211072122	3	Filter_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.11	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	4B10_Blank_20190211161440.mzML	4B10_Blank_20190211161440	4	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.12	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	4B10_Blank.mzML	4B10_Blank	4	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.13	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	4A5_Blank.mzML	4A5_Blank	4	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.14	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	4G5_Blank.mzML	4G5_Blank	4	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.15	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	5H5_Resusp_solvent.mzML	5H5_Resusp_solvent	5	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.lcms.blank.solvent.16	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	5A5_Blank.mzML	5A5_Blank	5	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	32.5	-117.25	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
